"FileName","SlideID","CourseID","TriggerType","Label","VoiceoverText"
"SLD-CC02-011-CLICK-KeyInsight.mp3","SLD-CC02-011","CC02","CLICK","KeyInsight","Look at what you're seeing. Lane departure warnings that annoy customers — you can explain how the system works and how to adjust sensitivity. Touch-free trunk that seems difficult — you can demonstrate the proper technique. Voice recognition that doesn't seem to work — you can show them the right phrasing and timing. Here's the critical insight: studies show that if a customer doesn't successfully use a feature within thirty days of delivery, they abandon it. They declare it a failure. It goes into their IQS response as a problem. But you can prevent that abandonment. Take two or three minutes to explain or demonstrate a feature when you notice a customer struggling. You've just turned a potential IQS complaint into customer satisfaction. You've shown you care about their complete ownership experience, not just fixing their car. Not every issue can be solved with education — some are legitimate defects that need diagnosis and repair. But many can be addressed through your communication and your willingness to help customers understand their vehicles. This is what separates adequate service from exceptional service. It's also what builds the kind of trust that creates loyal, long-term customers."
"KC-CC02-003-INTRO.mp3","KC-CC02-003","CC02","INTRO","","Let's check your understanding. Select the best answer."
"KC-CC02-004-INTRO.mp3","KC-CC02-004","CC02","INTRO","","One more question. Select the best answer."
"SLD-CC02-012-INTRO.mp3","SLD-CC02-012","CC02","INTRO","","Let's talk about something that makes your role unique: the trust you can build with customers. When you understand that a customer's Porsche is their personal pride — their treasured possession — and you treat it accordingly, something powerful happens. You build professional trust at a level very few professions ever achieve. How do you build this trust? Through clear communication. Explaining what you found and why it matters. Translating technical concepts into language they can understand. Setting realistic expectations. Through professional appearance. Presenting yourself as the expert you are. Reflecting the premium brand you represent. Through friendliness and approachability. Being an expert doesn't mean being unapproachable. Welcoming their questions and concerns. Making them comfortable asking for clarification. Through thoroughness and attention to detail. Nothing overlooked. Nothing rushed. The same precision that built their car applied to servicing it. Treating their vehicle exactly as you'd want yours treated. And through professional, accurate work. Getting it right the first time. Following proper procedures. Maintaining Porsche quality standards. Here's your unique advantage: just like a patient feels more confident after speaking directly with their doctor, customers feel reassured when they can speak with you — the person who actually worked on their car. This creates remarkable loyalty. Customers seek out technicians they trust. When that trust exists, location becomes secondary. Facility quality becomes secondary. Even service rates become secondary. Your expertise and trustworthiness are what matter most. And here's what amplifies this: Porsche owners know other Porsche owners. They discuss their ownership experience constantly — at Porsche Club events, at Cars and Coffee, online forums. They talk about where they service their vehicles. When you build trust through excellent work and professional communication, your customers return to you specifically. They recommend you to other Porsche owners. Your reputation becomes your greatest asset. You create a loyal customer base that genuinely values your expertise. This is the relationship you're building every time you communicate with a customer. It's not transactional. It's professional trust that can last for years and span multiple vehicles."
"SLD-CC02-013-INTRO.mp3","SLD-CC02-013","CC02","INTRO","","Let's recap what you've learned about Porsche customers, because understanding them changes everything about how you communicate. You now know who they are. They have the highest household income of any automotive brand. They're buying an emotional experience, not just solving a transportation problem. They range from excited first-time owners to deeply knowledgeable enthusiasts. You understand what makes Porsche unique. It's the only brand that fits all four premium categories. Sports car DNA exists in every model. The Driven by Dreams philosophy guides everything Porsche does, including your service interactions. There is no substitute. You know what customers expect. They expect the service experience to match the purchase experience. Quality, professionalism, and expertise are non-negotiable. They want direct access to you when they have technical questions. And you understand what you influence. Service Quality — thirty-four percent of CSI, the largest single factor. Top IQS issues that you can address through customer education. Long-term loyalty that you build through professional trust. Here's why all of this matters: you can't communicate effectively with people you don't understand. But now you do understand. You know who Porsche customers are, why they bought their vehicles, what they expect from service, and how your communication impacts their satisfaction. You're ready for the next step: developing the specific communication skills that make those interactions successful. In Module 3, you'll learn DiSC behavioral profiling. You'll discover how to recognize different communication styles in customers and adapt your approach to match what each person needs. Some customers want brief, bottom-line information. Others want detailed technical discussion. DiSC helps you identify which approach works best for each individual. Understanding your customer is the foundation. Now we build the communication skills on that foundation. When you're ready, click Next to continue to the quiz."
"FQ-CC02-001-INTRO.mp3","FQ-CC02-001","CC02","INTRO","","Question one. Choose the best answer."
"FQ-CC02-002-INTRO.mp3","FQ-CC02-002","CC02","INTRO","","Question two. Choose the best answer."
"FQ-CC02-003-INTRO.mp3","FQ-CC02-003","CC02","INTRO","","Question three. Choose the best answer."
"FQ-CC02-004-INTRO.mp3","FQ-CC02-004","CC02","INTRO","","Question four. Choose the best answer."
"FQ-CC02-005-INTRO.mp3","FQ-CC02-005","CC02","INTRO","","Question five. Choose the best answer."
"FQ-CC02-006-INTRO.mp3","FQ-CC02-006","CC02","INTRO","","Question six. Choose the best answer."
"FQ-CC02-007-INTRO.mp3","FQ-CC02-007","CC02","INTRO","","Question seven. Choose the best answer."
"FQ-CC02-008-INTRO.mp3","FQ-CC02-008","CC02","INTRO","","Question eight. Choose the best answer."
"FQ-CC02-009-INTRO.mp3","FQ-CC02-009","CC02","INTRO","","Question nine. Choose the best answer."
"FQ-CC02-010-INTRO.mp3","FQ-CC02-010","CC02","INTRO","","Final question. Choose the best answer."
